path	bytes	sha256	kind	disposition	note
app/flutter/analysis_options.yaml	421	8229975530f03530521a6a36706a78578d2badccb91c86dfb250cd439b29edb7	text-or-container	REWRITE	Flutter host is rebuilt around new service/snapshot contract
app/flutter/android/app/build.gradle	1701	791156317b575d9b55ae5c9db3c7152717fb35cfe8e26ccb1345ec40953caaee	text-or-container	REIMPLEMENT_CONCEPT	NDK/CMake/Java lessons only; rewritten
app/flutter/android/app/src/debug/AndroidManifest.xml	220	3191c86e53211ec99ea59983d0095ecb49e69a337c4d47f252ba88eb817aef65	text-or-container	REWRITE_TOOLCHAIN	new Android tree owns product; legacy file is matrix/failure evidence only
app/flutter/android/app/src/main/AndroidManifest.xml	1440	412a71fa0431091a2ee27bc402f7098d50a7392717e0fb30bbe70e078d67d776	text-or-container	REWRITE_TOOLCHAIN	new Android tree owns product; legacy file is matrix/failure evidence only
app/flutter/android/app/src/main/kotlin/com/odpar/territorial_domain/MainActivity.kt	50955	3eeeb53a2cf34558504a7f1ded8abd7cd07d0f16f82a09d27f1d636de7a2e389	text-or-container	REWRITE_TOOLCHAIN	new Android tree owns product; legacy file is matrix/failure evidence only
app/flutter/android/app/src/main/res/drawable/ic_launcher.xml	610	42f308ef67236ad074ee50821d145eb795a2fdf3f0c19a382af0fb00d27df524	text-or-container	REWRITE_TOOLCHAIN	new Android tree owns product; legacy file is matrix/failure evidence only
app/flutter/android/app/src/main/res/drawable/launch_background.xml	183	c33c99e2edaf2a09690d156a6b7fd56392dfeaf6bd603bc3561c46847e2a6f4f	text-or-container	REWRITE_TOOLCHAIN	new Android tree owns product; legacy file is matrix/failure evidence only
app/flutter/android/app/src/main/res/values/styles.xml	1258	f0bdf41e70500587604f7868e08060e96a802569365f1346e1a1f4e7e5151c8b	text-or-container	REWRITE_TOOLCHAIN	new Android tree owns product; legacy file is matrix/failure evidence only
app/flutter/android/app/src/main/res/values-night/styles.xml	998	5083350027a8fff3fd9277346f20dea7402c19322afb2a401964a567dba74857	text-or-container	REWRITE_TOOLCHAIN	new Android tree owns product; legacy file is matrix/failure evidence only
app/flutter/android/app/src/profile/AndroidManifest.xml	230	707f2bd60cf655c13ed115a85519ba66d45c10b4bd6a6bfe0e130b7e31015739	text-or-container	REWRITE_TOOLCHAIN	new Android tree owns product; legacy file is matrix/failure evidence only
app/flutter/android/build.gradle	322	37bb5e2370be94561043add48ffcc5a939b438f226fc0666a6a1e6a826794d1a	text-or-container	REWRITE_TOOLCHAIN	new Android tree owns product; legacy file is matrix/failure evidence only
app/flutter/android/gradle/wrapper/gradle-wrapper.properties	252	a180163249c7252412ddaee1c7adcf59f6494b1183136f690fbd9a3b8aaed00e	text-or-container	REIMPLEMENT_CONCEPT	Gradle epoch reference only
app/flutter/android/gradle.properties	455	e74de97a1fcdf348f133a123f92174f3c5951ba569a8e671fe5e49c2fd84a041	text-or-container	REIMPLEMENT_CONCEPT	toolchain compatibility flags considered explicitly
app/flutter/android/gradlew	404	5f0562f299fe236871ec3cee3519d31fb8e2f334396cb3abc7ab32c11c75461c	text-or-container	REWRITE_TOOLCHAIN	new Android tree owns product; legacy file is matrix/failure evidence only
app/flutter/android/gradlew.bat	405	857ef7607690717181117b0df6e0e44999be528e3f061d6b3630c48a335aee67	text-or-container	REWRITE_TOOLCHAIN	new Android tree owns product; legacy file is matrix/failure evidence only
app/flutter/android/settings.gradle	705	8e5bcf0a41a99a114e24d0ea5b47fd1a01dafd551191ebabb0707e5bd9168d4a	text-or-container	REIMPLEMENT_CONCEPT	plugin matrix reference only
app/flutter/assets/music/afterimage_0_2/01_half_second_lag.mp3	5288108	8e565bee6515fd1e6d94e2516dd1d858033546c41ac1ea7166cf58444935dc84	binary	REFERENCE_ASSET	content asset retained only as read-only donor candidate; not imported into Slice 1
app/flutter/assets/music/afterimage_0_2/02_not_quiet.mp3	5095652	1f6b2bd203bcdc3b5aff99393dc7efb0b0b8e2f00433e2e7aaaf3b0cc45d3df4	binary	REFERENCE_ASSET	content asset retained only as read-only donor candidate; not imported into Slice 1
app/flutter/assets/music/afterimage_0_2/03_hear_myself_breathe.mp3	5242388	7d120bf299e9da30e90cadbf8b66d8bf96b8fe85cc2525a09113cfc521503426	binary	REFERENCE_ASSET	content asset retained only as read-only donor candidate; not imported into Slice 1
app/flutter/assets/music/afterimage_0_2/04_quiet_not_empty.mp3	7547012	5c8504212e9c31cec2cbcd7c9b75e2cdc40bacf96064abba6bab84d3ea158176	binary	REFERENCE_ASSET	content asset retained only as read-only donor candidate; not imported into Slice 1
app/flutter/assets/music/afterimage_0_2/05_i_dont_go_with_it.mp3	6941612	8927a31d84c68d0f9d5ffcf9e7bbc8aa986b699bbdcb54a2847f8e9c7db6fc9e	binary	REFERENCE_ASSET	content asset retained only as read-only donor candidate; not imported into Slice 1
app/flutter/assets/music/afterimage_0_2/06_not_you_just_light.mp3	7095500	7e60282b9b760620bc00a758832aec196a3e7b5c34e4770484f7b3762441eb94	binary	REFERENCE_ASSET	content asset retained only as read-only donor candidate; not imported into Slice 1
app/flutter/assets/music/afterimage_0_2/07_after_the_last_color.mp3	8873132	e2065c074c8267308fb1829a02c3a4b5212c2620162125678fef47eaedc3aaa9	binary	REFERENCE_ASSET	content asset retained only as read-only donor candidate; not imported into Slice 1
app/flutter/assets/music/afterimage_0_2/08_half_second_lag_instrumental_rework.mp3	5386724	a3dd02404c0654a6c934595f339afc466079793d53f4a66bbb889015395830df	binary	REFERENCE_ASSET	content asset retained only as read-only donor candidate; not imported into Slice 1
app/flutter/assets/music/afterimage_0_2/09_not_quiet_instrumental_rework.mp3	4767404	fb740e08a719a11f47776f5cb269d66eb3b02a70acca8211f99d415fa58f5f79	binary	REFERENCE_ASSET	content asset retained only as read-only donor candidate; not imported into Slice 1
app/flutter/assets/music/afterimage_0_2/10_hear_myself_breathe_instrumental_rework.mp3	4634300	8b83001a1f0b7ba8a141b30ec8bf76d5ae3041c05e41a820323d05f45aa96626	binary	REFERENCE_ASSET	content asset retained only as read-only donor candidate; not imported into Slice 1
app/flutter/assets/music/afterimage_0_2/11_quiet_not_empty_instrumental_rework.mp3	4230668	31191452f86063ec732e4f660b94916213d069ba2957fcc1afb248f91ea42807	binary	REFERENCE_ASSET	content asset retained only as read-only donor candidate; not imported into Slice 1
app/flutter/assets/music/afterimage_0_2/12_i_dont_go_with_it_instrumental_rework.mp3	4324124	59a0af0c5c68e308cd27ff2b4c8edce76955b669f2912d069df61fbc8ce5d5e0	binary	REFERENCE_ASSET	content asset retained only as read-only donor candidate; not imported into Slice 1
app/flutter/assets/music/afterimage_0_2/catalog.json	7650	e0d84f46b78a7b39a76d8778781af83158f0ca8caf73cf729379f5d7cce57dc5	text-or-container	REFERENCE_ASSET	content asset retained only as read-only donor candidate; not imported into Slice 1
app/flutter/lib/main.dart	4853	60373074cade4c195707a3d8322c732a74b91b307cf9ab8150db57dc380f25bc	text-or-container	REWRITE	Flutter host is rebuilt around new service/snapshot contract
app/flutter/lib/odpar_territorial_domain_ffi.dart	39	ee50cf2b021cf8bf38daa8db1c2c99441d4bc4c0260da2718539dc6ade4d2b2b	text-or-container	REWRITE	legacy FFI surface rejected
app/flutter/lib/src/engine/game_runtime.dart	42620	d5f156af0a436057fceb11caf3ee2f22bbf28193dab01ba61414b61c8c122861	text-or-container	REWRITE	synchronous Flutter ticker/runtime ownership rejected
app/flutter/lib/src/engine/game_snapshot.dart	18735	2e05913bea34344fa0d55f963d0e3e2f1faa94d8f894e27ee13d1ab7849d5d2c	text-or-container	REWRITE	Flutter host is rebuilt around new service/snapshot contract
app/flutter/lib/src/input/input_router.dart	12117	91e485d8b0a77ae1eab105d30e984bf8a65d14f04140c3e292f6adbda0aaef4d	text-or-container	REWRITE	camera sign/decay/gesture behavior rewritten for Slice 1
app/flutter/lib/src/native/odg_bindings.dart	55203	62acac664eab7b3d50552117a28463e707e5563c2c3943357803d1a99b827a0e	text-or-container	REWRITE	ABI regenerated from new schema
app/flutter/lib/src/platform/android_host.dart	7381	9f9d991049250fc65c74b834b225f394365bbb272fc3a6c715155ad192af3414	text-or-container	REWRITE	Flutter host is rebuilt around new service/snapshot contract
app/flutter/lib/src/profile/game_profile.dart	7060	c86abfbf86d313d3ed7b978fb58c127445f0628db3b2b3f6b55d8e354d02f685	text-or-container	RETIRE_PRESENTATION	legacy product presentation is not inherited
app/flutter/lib/src/render/raster_budget.dart	3333	aa2b6d1e93336eabce612f28682f9b94a802eb0dd1a69bce5ca218e88e335e2b	text-or-container	REWRITE	Flutter host is rebuilt around new service/snapshot contract
app/flutter/lib/src/skins/avatar_skin_service.dart	2413	08590f798bdaf0475d84cc976e1fe8e02a08b76793b81ccb8ca1ea019cc44e61	text-or-container	RETIRE_PRESENTATION	legacy product presentation is not inherited
app/flutter/lib/src/ui/artifacts/artifacts_panel.dart	5764	c75ea35f877bf2b1a3e547a22b842b95210d9a18efd470c465a89802c196373b	text-or-container	RETIRE_PRESENTATION	legacy product presentation is not inherited
app/flutter/lib/src/ui/controls/control_editor.dart	4267	c9ab5a26ffb8f8626007a829dfaa9a71c6725190c64b8a99b830318b3bce302c	text-or-container	RETIRE_PRESENTATION	legacy product presentation is not inherited
app/flutter/lib/src/ui/crafting/station_panel.dart	14736	9175a8a8feb330e4ba86ab87d4efa495571aa0f08b65038cac85096ee3b212e0	text-or-container	RETIRE_PRESENTATION	legacy product presentation is not inherited
app/flutter/lib/src/ui/design_system.dart	4772	a6e164eaf7570c32a69428f5dc30434c206093dc1abd3c74377a8e6e35926eed	text-or-container	RETIRE_PRESENTATION	legacy product presentation is not inherited
app/flutter/lib/src/ui/game/hotbar.dart	4524	4bc31e1ccdd26b1b3ba02472254d70bd02ed490679d0f8ee16140ba7c7336b9b	text-or-container	RETIRE_PRESENTATION	legacy product presentation is not inherited
app/flutter/lib/src/ui/game_screen.dart	73940	be67c9225b269f824efc4d52d8fbf34d2b10877cee7929bf68da071ecc43ecfb	text-or-container	REWRITE	legacy HUD/input/presentation rejected
app/flutter/lib/src/ui/inventory/inventory_panel.dart	11073	f3f7061c603e4181a383f3017c5e35b474a61d703153cf6d25264fd0f71b70fc	text-or-container	RETIRE_PRESENTATION	legacy product presentation is not inherited
app/flutter/lib/src/ui/item_glyph.dart	21052	73232431ba20f19e1f02d130dab7a4cdb7c1b3c1f45180769cb6c6be003190d7	text-or-container	RETIRE_PRESENTATION	legacy product presentation is not inherited
app/flutter/lib/src/ui/map/domain_map.dart	15990	69db18e0045261906ed148483ab847591c5fb296b8ce908c20e50ca5194f6009	text-or-container	RETIRE_PRESENTATION	legacy product presentation is not inherited
app/flutter/lib/src/ui/music/music_panel.dart	9271	58cf7a5e538b8b75774375cb2bbce6d3adbb3c5fcf442f1b427b2d7f1a8d4549	text-or-container	RETIRE_PRESENTATION	legacy product presentation is not inherited
app/flutter/lib/src/ui/skins/avatar_panel.dart	3194	d074213d65f5db1efa6b3247d854180310ce8cc28bf7e99d52f4f7fa68725f3e	text-or-container	RETIRE_PRESENTATION	legacy product presentation is not inherited
app/flutter/pubspec.yaml	435	a5d88b581a10ce3d120d80c1309042b1dac0f442c8182f2c2d559453776b3a73	text-or-container	REWRITE	Flutter host is rebuilt around new service/snapshot contract
app/flutter/test/ffi_layout_test.dart	2793	5ec4a35eff6d9cfd1f8b0c336f7c4814cc665ede03b48c7fb51dc0161d82c96c	text-or-container	REWRITE	Flutter host is rebuilt around new service/snapshot contract
app/flutter/test/input_router_test.dart	3129	f4c71c630daa530ad9f0922af6abb5423ba5afb9bda9161ef180bb782d257b13	text-or-container	REWRITE	Flutter host is rebuilt around new service/snapshot contract
app/flutter/test/raster_budget_test.dart	2272	ef80e8d4886f44717c8151e6c52a0d68e55ffa31ae990dc706645a5d6e251e80	text-or-container	REWRITE	Flutter host is rebuilt around new service/snapshot contract
app/web/README.md	611	8f098ba653241d6324377e12506a1df871e40f193a0a20f579dabf14ebbbdbcd	text-or-container	RETIRE_PRODUCT_PATH	web is not the Greenfield product authority
app/web/index.html	54085	dd7ae635878a59fd78554ab33c74a7cde89967860dd16b1bab078386a2813c5f	text-or-container	RETIRE_PRODUCT_PATH	web is not the Greenfield product authority
architecture/ratchets.json	512	dbbd48fa9484809617843f1f013b8ded7f780184c75cffac1c73929094213504	text-or-container	REFERENCE_DESIGN	legacy design/evidence may inform audit but cannot override Greenfield authority
docs/ANDROID_APP.md	1559	dc56ac2a41cda50e486020a03a72c8d077bec69c59e5e4909d2a9b14706d51e1	text-or-container	REFERENCE_DESIGN	legacy design/evidence may inform audit but cannot override Greenfield authority
docs/APP_EMBEDDING.md	1796	495884809d8ad5508be705fc94fd221cf403b79203accbc4f647992d885f939c	text-or-container	REFERENCE_DESIGN	legacy design/evidence may inform audit but cannot override Greenfield authority
docs/ARCHITECTURE.md	7010	0f49f2d0393f5509c9b183e8ae6597ad04a6765f1191f979b38d9824583bf90b	text-or-container	REFERENCE_DESIGN	legacy design/evidence may inform audit but cannot override Greenfield authority
docs/CONTROL_PLACEMENT_V10.md	1370	ccff176694f810eb3bb326448379d8960511a9ca3814fa40cd93d70041d553ba	text-or-container	REFERENCE_DESIGN	legacy design/evidence may inform audit but cannot override Greenfield authority
docs/CREDITS.md	1077	73786be2aa6ea46a3180f93caa692d8eaab9e42bdc5052d611ace97ff80d418f	text-or-container	REFERENCE_DESIGN	legacy design/evidence may inform audit but cannot override Greenfield authority
docs/FLUTTER_APP.md	3895	99b000e776a3e043122510b5ee97208afbc851e01bf5da65a9f17b806394a9c4	text-or-container	REFERENCE_DESIGN	legacy design/evidence may inform audit but cannot override Greenfield authority
docs/FUNCTION_GRAPH.dot	16978	caa0358e884fd4f96f3924c1ee8123de718bd27cca3ae320ef6804f6606b358c	text-or-container	REFERENCE_DESIGN	legacy design/evidence may inform audit but cannot override Greenfield authority
docs/PRECISION_NAVIGATION_V10.md	2491	dfa17048397fc32edc2f4fa303bc1a2e43a30088e2fd48395fbdb6c38e9fbcad	text-or-container	REFERENCE_DESIGN	legacy design/evidence may inform audit but cannot override Greenfield authority
docs/REUSE_LEDGER.md	2568	de398881c7e3bc07ae8c4179464e3caa9059cc6e33065ac55ad70701cf0038f7	text-or-container	REFERENCE_DESIGN	legacy design/evidence may inform audit but cannot override Greenfield authority
docs/SYSTEM_GRAPH.dot	8544	3b38aa021e08be4237fe5ef7713851981a01a35767a150cccf80fbed7afbe642	text-or-container	REFERENCE_DESIGN	legacy design/evidence may inform audit but cannot override Greenfield authority
docs/SYSTEM_GRAPH.json	98827	d7123c156e18c49550b7673e6935fca1359255daaec370153b7c1d7861c86e9a	text-or-container	REFERENCE_DESIGN	legacy design/evidence may inform audit but cannot override Greenfield authority
docs/SYSTEM_GRAPH.md	12784	9ed7385226af41bb79cf392d66e0398c7bad222858866c5f4f2c87db1e0055fe	text-or-container	REFERENCE_DESIGN	legacy design/evidence may inform audit but cannot override Greenfield authority
docs/SYSTEM_GRAPH.svg	51297	4b97dfc93d7fcac8500234105e979a1b18e4a4fd0561916ff4506037097b365b	text-or-container	REFERENCE_DESIGN	legacy design/evidence may inform audit but cannot override Greenfield authority
docs/TERRITORY_CHANGESET.md	3078	05fc4165ed7fc6a6643ac72517b22ffd736f4261576802452a2e1e8b37c4dfeb	text-or-container	REFERENCE_DESIGN	legacy design/evidence may inform audit but cannot override Greenfield authority
docs/TURRET_LOGISTICS_V8.md	1445	d4020e8015dbfa297d17d05fd5247c4507dc0201424f801fd2201b8cf75bccb6	text-or-container	REFERENCE_DESIGN	legacy design/evidence may inform audit but cannot override Greenfield authority
docs/V15_ACCEPTANCE.md	6919	19a307ca86f71b2854c56a7e0d5bdd846be717764b897b2de1051a7fb20f60cc	text-or-container	REFERENCE_DESIGN	legacy design/evidence may inform audit but cannot override Greenfield authority
docs/architecture/SYSTEM_GRAPH_MANIFEST.json	20664	d85438af96073056e81313b69e1182b4a00dafc20ce3ab3042a3c5ee645984bc	text-or-container	REFERENCE_DESIGN	legacy design/evidence may inform audit but cannot override Greenfield authority
docs/history/HANDOFF_API29_ABI6_SAVE18_2026-08-20.md	44249	d5238157110ba0f21fa823acced9ed1eade954705dffd8d69e9479b5b6093347	text-or-container	REFERENCE_HISTORY	historical evidence only
docs/history/checkpoints/CHECKPOINT_FREEZE_2026-08-21-0050.md	794	f32bd3ee0fa0a28db9c418d15f652353ae9397b6fde1d94ab3324f57073dcf81	text-or-container	REFERENCE_HISTORY	historical evidence only
docs/history/checkpoints/CHECKPOINT_FREEZE_2026-08-21-0201.md	847	6bc4d1678de98b7c82ffa21d4192641e9f2223eb2df241f1e75af6806aeca7c9	text-or-container	REFERENCE_HISTORY	historical evidence only
docs/history/checkpoints/CHECKPOINT_MAP_RENDER_2026-08-21.md	681	7db920731515c85ef3bc0a7abf78cb3a1900770662caaf6888d077b7d42f369c	text-or-container	REFERENCE_HISTORY	historical evidence only
docs/history/checkpoints/CHECKPOINT_MAP_RENDER_SHA256.txt	627	3195f699161e0afc674f130ce642f8b1ed2ae867e834c5aad080479ea5c41013	text-or-container	REFERENCE_HISTORY	historical evidence only
docs/history/checkpoints/CHECKPOINT_NATIVE_AUDIT_2026-08-21.md	2556	051436ac548e2c8256e4eafdb0236ca589e6c25beed2dad7ec49c4879118804d	text-or-container	REFERENCE_HISTORY	historical evidence only
docs/history/checkpoints/CHECKPOINT_NATIVE_AUDIT_SHA256.txt	202	d06cfa36879d3f743951ba7de77c1fbb595d12a12a46d5dc0ef0f5b159d23670	text-or-container	REFERENCE_HISTORY	historical evidence only
docs/history/checkpoints/CHECKPOINT_STATUS_2026-08-20.md	6648	80d57a5557a545c26d3d4ab9fd503e2d64b6a15a93a68ea10af2443c2ebf48ff	text-or-container	REFERENCE_HISTORY	historical evidence only
docs/history/checkpoints/CHECKPOINT_WORLD_IDENTITY_2026-08-21.md	499	b9bb1ff83ed8f0875f335b61709f959a8a95c855c83998dea3f0c9d121542ed7	text-or-container	REFERENCE_HISTORY	historical evidence only
docs/history/checkpoints/CHECKPOINT_WORLD_IDENTITY_SHA256.txt	649	37b6409c954eb022af747b319f6abc6194abd1066011d77790959e4b12c313a1	text-or-container	REFERENCE_HISTORY	historical evidence only
docs/history/checkpoints/HANDOFF_NEXT_CHAT_2026-08-20.md	10157	c1f03afa29b6bba499a6e6e8e3eb6fd5fd471ddd709471a65797837225e47616	text-or-container	REFERENCE_HISTORY	historical evidence only
docs/history/checkpoints/IMPLEMENTATION_STATUS.txt	995	90dbd865b1be7f9bc5416b1612e7b0676a269cb7c34f4504aa7f698f14b7b305	text-or-container	REFERENCE_HISTORY	historical evidence only
docs/history/checkpoints/IMPLEMENTATION_STATUS_2026-08-21.txt	8880	dcd55daf821377a7910c94dd9c4d55f27260fcec7eea31cdcce2448e2a1b7d9e	text-or-container	REFERENCE_HISTORY	historical evidence only
docs/history/checkpoints/IMPLEMENTATION_STATUS_ITEMS_WORK_FEEDBACK_2026-08-21.txt	10333	f4d40248b332eece0b69ba8fb3122ff463bae1e46a2102d96dfc299f7e3fa513	text-or-container	REFERENCE_HISTORY	historical evidence only
docs/history/checkpoints/IMPLEMENTATION_STATUS_LATEST.txt	2486	6b277d2e46cd4993745fec9cf229b07515ea86f4bb4e2353d3959a418ee6521e	text-or-container	REFERENCE_HISTORY	historical evidence only
docs/history/checkpoints/IMPLEMENTATION_STATUS_PLAYER_REGRESSIONS_2026-08-21.txt	4197	badd3315aac45a82c5a762bd4a504d16af67e1a75b2d1f0740e060514d450228	text-or-container	REFERENCE_HISTORY	historical evidence only
docs/history/checkpoints/IMPLEMENTATION_STATUS_WORKYIELD_2026-08-22.txt	1694	c1779e664b1c69abf102ee5a7aca876f96a79d59fef7c1b8135bab4fb43def12	text-or-container	REFERENCE_HISTORY	historical evidence only
docs/history/checkpoints/NATIVE_GAME_AUDIT_2026-08-21.md	14407	e975bf302106a8b8d63cf7785dc0944611610c685c29d0a560b9f3368c6ae66a	text-or-container	REFERENCE_HISTORY	historical evidence only
docs/history/checkpoints/RECOVERED_11AM_ECUADOR_2026-08-21.md	3958	ac9985b02ecb0709d66e7b6c5b408ed5173a42c022a4d380d388a68704b319ad	text-or-container	REFERENCE_HISTORY	historical evidence only
engine/include/odpar_game.h	49796	a2027749ce92a4561185de0b9574e37794e563bb684cab9c326edd2790ab5c18	text-or-container	REFERENCE_SOURCE	read-only behavior/bug archaeology; no direct file migration
engine/odpar_territorial_domain.exports.map	4521	9010b34bb78fe9e1a94a27b0c79525794a1b709a43d8f8e538bfe0b4d9af3a1a	text-or-container	REFERENCE	read-only legacy evidence
engine/src/android_bridge.c	7121	a1ba89a3faf70a47ec13f624bd1fdcb356d53712f52df4bc41966898ffb49f0f	text-or-container	REWRITE	Android bridge rewritten around SurfaceTexture + service handle
engine/src/artifacts.c	59504	c72ed507c3da1b1e527b8eec0d0acb23a40b6a0d83f6bc929e10779a06f04333	text-or-container	REFERENCE_SOURCE	read-only behavior/bug archaeology; no direct file migration
engine/src/chunks.c	57041	6bab2b4df041064cc6ec20add2a697ccdc8ef83290b75559a7aa255cdfca81a6	text-or-container	REIMPLEMENT_CONCEPT	chunk working set / procedural + sparse-state ideas
engine/src/construction.c	40708	ee89ede20634af035159d4c5067634c10bfe9c2fa015ce1b0bdd6d5edfadc8c9	text-or-container	REFERENCE_SOURCE	read-only behavior/bug archaeology; no direct file migration
engine/src/construction_support.c	3296	502b7a003dc77976ddd3c278102d1d347fd1aaed4d549525f9f52e41ee43bc71	text-or-container	REIMPLEMENT_CONCEPT	support graph compact causality ideas
engine/src/construction_support_internal.h	1253	95f6f1543de50046f0cf63bba62ebcec3a76758a49581b5bd61fdca446e3a255	text-or-container	REIMPLEMENT_CONCEPT	support graph representation
engine/src/content_registry.c	7091	4973c8112f58dca996b2e1a18c3777ec8008d1975661b4f7df6dd0a8e0976c9a	text-or-container	REFERENCE_SOURCE	read-only behavior/bug archaeology; no direct file migration
engine/src/crafting.c	20746	5bf396a7fecbd3c7e7bfd9ff54850aace80952121cb56a24f9ea522eed75149c	text-or-container	REFERENCE_SOURCE	read-only behavior/bug archaeology; no direct file migration
engine/src/ecology.c	29706	e4c24df999f4ade8329ccfff624d486c48815cb112cdf259beb50c97e7c0b0de	text-or-container	REIMPLEMENT_CONCEPT	ecology scheduling/profile ideas
engine/src/ecology_population.c	39212	a865d33b01e37a9767cbe39badecbbb83e086f531c705834b55bf114da9eae80	text-or-container	REIMPLEMENT_CONCEPT	population aggregation ideas
engine/src/ecology_runtime_internal.h	9548	43ae9cc2aa74e1ae7a10b02a7025a5847c92480ba91ce7b3eba9be8b61d82ea1	text-or-container	REIMPLEMENT_CONCEPT	WARM/COLD reference
engine/src/ecology_stocks.c	12351	da1e00c8b2153e943c44cc4befe18689a2b957b551c5e1a18ad75b04fb08996f	text-or-container	REIMPLEMENT_CONCEPT	stock accounting ideas
engine/src/entities.c	19815	c43857de9866a6cb61225ffe73c4c4c9cb9942a3eb81d8109252fae9831a16db	text-or-container	REFERENCE_SOURCE	read-only behavior/bug archaeology; no direct file migration
engine/src/environment.c	8424	a66454442f6b809022eec31fe0b48887469e11fba4b7495a55324adcb7d3ad4c	text-or-container	REFERENCE_SOURCE	read-only behavior/bug archaeology; no direct file migration
engine/src/fauna.c	158828	40ee484b9f12bf28265b90ca8d82f586a3a520ee094846df5b840cd2bc697e36	text-or-container	REFERENCE_SOURCE	read-only behavior/bug archaeology; no direct file migration
engine/src/flora_runtime_internal.h	1412	4a6aa5c9d10b7733d1a30418311575bae1f6e4aa950054cc8067fd096216b596	text-or-container	REFERENCE_SOURCE	read-only behavior/bug archaeology; no direct file migration
engine/src/fluids.c	2939	8042580303142d06e38bfbd0578a1a9176fb166d8e544094d1c97af77a0544ff	text-or-container	REFERENCE_SOURCE	read-only behavior/bug archaeology; no direct file migration
engine/src/game.c	44574	6e2a48882c3e01da19940d15d1a2829724597a029402d87fc2226c824b459613	text-or-container	REFERENCE_SOURCE	read-only behavior/bug archaeology; no direct file migration
engine/src/game_internal.h	54162	16064fe8ea20443750c6c00afdbb49d4ea564fd51e1c7e5eb7af0982e79bfbbf	text-or-container	RETIRE	mega internal header shape is explicitly forbidden
engine/src/geology.c	9569	7aac49a66f373a514497589fbe541bfd71af62b133baf28dc55c10ccda28ecf5	text-or-container	REFERENCE_SOURCE	read-only behavior/bug archaeology; no direct file migration
engine/src/glyphs.c	2350	9d1ae4d668fe945fb680983d5732baf4de19523cd879264037e7c86159d286a6	text-or-container	REFERENCE_SOURCE	read-only behavior/bug archaeology; no direct file migration
